"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.8971,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.9489,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.0241,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.1193,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.2066,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.3232,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.4228,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.5042,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.5529,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.5212,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.4228,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.3237,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.3584,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.4809,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.6351,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.7752,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.8758,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.9549,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.0561,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.1484,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.1686,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.1544,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.1622,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.1386,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.0351,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.8931,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.7632,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.6631,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.6254,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.6951,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.7631,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.7619,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.7008,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.6052,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.5574,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.5465,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.516,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.4159,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.2534,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.0703,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.9621,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.9128,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.9445,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.9618,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.0267,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.9941,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.8763,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.5277,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.78326,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.01142,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.835,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.12143,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.46635,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.72626,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.77599,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.61736,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.37041,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.18633,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.06435,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.26113,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.69595,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.1635,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.6774,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.0635,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.1839,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.1851,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.2142,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.1101,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.8662,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.6525,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2022-01",100.5681,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2022-02",100.4653,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.11706,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.34658,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.60226,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.81816,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.98633,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.0036,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.87981,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.68879,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.56709,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.56006,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.61803,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.82295,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.1422,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5059,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.7697,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.8531,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.7887,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.6705,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.5927,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.6737,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.8209,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.9939,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.1518,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.2055,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.0479,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.7509,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.5038,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.4399,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.4761,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.5333,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5634,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.617,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.7194,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.8797,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.02,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.0655,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.9927,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.8777,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.9066,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.0509,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.2589,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.4989,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.7083,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.8671,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.0078,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.1506,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.2568,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.3058,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.251,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.1281,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.9845,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.8763,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.7928,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.7648,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.7594,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.7086,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.6089,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.4772,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.2632,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.0434,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.9842,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.0292,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.0832,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.0934,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.1197,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.1062,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.1048,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-08",101.0698,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-09",101.0472,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.9899,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.9692,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.918,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.777,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.2638,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.07681,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.81547,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.60011,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.04115,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.42641,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.62814,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.62381,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.38834,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.21204,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.34032,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.49161,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.9205,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.73342,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.6479,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-05",101.4337,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.8762,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.9313,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.8471,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.764,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.5167,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-11",101.125,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.7585,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2022-01",100.5332,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2022-02",100.376,
